region_code,region_name,state_name,population_hhri_2022,population_age_2024,area_sqkm,population_density_per_sqkm,hhri,hhri_quintile,exposure_index,exposure_quintile,vulnerability_index,vulnerability_quintile,housing_index,health_status_index,adaptive_capacity_index,ses_index,household_composition_index,language_culture_index,cool_places_index,social_connectedness_index,health_access_index,pct_children_0_14_2024,pct_working_age_15_64_2024,pct_65_plus_2024,median_age_2024,sex_ratio_2024,seifa_irsd_score,seifa_irsd_decile,seifa_irsad_score,seifa_irsad_decile,custom_simple_score,chart_status
212011550,Pakenham - North West,Victoria,8089.0,9658.0,24.6776,327.7871429960774,0.493,3.0,0.187,1.0,0.356,2.0,0.627,0.195,0.048,0.315,0.369,0.605,0.194,0.224,0.341,25.5,65.3,9.2,32.3,94.6,1025.0,6.0,999.0,6.0,0.463,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212011551,Pakenham - South East,Victoria,6591.0,6706.0,30.9414,213.0155713703969,0.828,5.0,0.179,1.0,0.968,5.0,0.85,0.837,0.052,0.802,0.919,0.827,0.427,0.08,0.273,18.1,62.8,19.1,36.4,94.7,948.0,3.0,924.0,2.0,0.756,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212011552,Pakenham - South West,Victoria,27419.0,28217.0,22.2782,1230.754728838057,0.561,3.0,0.35,2.0,0.624,4.0,0.638,0.447,0.378,0.578,0.57,0.597,0.438,0.352,0.604,23.8,64.9,11.3,34.1,97.9,990.0,4.0,968.0,4.0,0.536,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021293,Berwick - North,Victoria,23060.0,23797.0,19.748,1167.713186145432,0.151,1.0,0.255,2.0,0.339,2.0,0.165,0.784,0.682,0.496,0.414,0.212,0.343,0.703,0.709,16.5,62.3,21.2,42.8,92.6,1057.0,8.0,1042.0,7.0,0.372,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021295,Doveton,Victoria,12145.0,12792.0,5.1935,2338.500048137094,0.915,5.0,0.812,5.0,0.944,5.0,0.917,0.473,0.419,0.978,0.864,0.861,0.611,0.079,0.758,19.2,67.5,13.3,34.8,109.8,832.0,1.0,859.0,1.0,0.745,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021297,Hallam,Victoria,11567.0,11944.0,8.0565,1435.735120709986,0.735,4.0,0.454,3.0,0.819,5.0,0.665,0.603,0.377,0.92,0.708,0.581,0.116,0.58,0.698,19.9,64.2,15.8,35.9,101.3,917.0,2.0,925.0,2.0,0.633,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021299,Narre Warren North,Victoria,8229.0,8184.0,34.4086,239.155327447208,0.068,1.0,0.279,2.0,0.088,1.0,0.06,0.41,0.696,0.336,0.083,0.186,0.499,0.924,0.35,16.3,65.6,18.2,43.6,99.9,1068.0,9.0,1066.0,8.0,0.228,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021453,Endeavour Hills - North,Victoria,12064.0,12150.0,14.4746,833.4599919859616,0.106,1.0,0.21,2.0,0.508,3.0,0.369,0.548,0.925,0.763,0.359,0.479,0.756,0.802,0.565,15.9,65.9,18.2,40.5,101.6,996.0,5.0,989.0,5.0,0.342,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021454,Endeavour Hills - South,Victoria,13294.0,13594.0,5.5873,2379.324539580835,0.194,1.0,0.487,3.0,0.438,3.0,0.38,0.445,0.931,0.799,0.375,0.348,0.793,0.771,0.571,17.1,64.0,18.9,40.1,102.9,998.0,5.0,996.0,5.0,0.364,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021455,Narre Warren - North East,Victoria,13491.0,13643.0,4.874,2767.952400492409,0.327,2.0,0.538,3.0,0.38,2.0,0.494,0.308,0.681,0.625,0.287,0.477,0.51,0.76,0.483,18.8,69.1,12.1,36.4,100.6,1010.0,5.0,986.0,5.0,0.408,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021456,Narre Warren - South West,Victoria,14935.0,15452.0,9.3054,1604.982053431341,0.752,4.0,0.453,3.0,0.79,4.0,0.816,0.418,0.31,0.804,0.657,0.685,0.295,0.329,0.677,19.1,68.3,12.6,35.0,99.7,953.0,3.0,945.0,3.0,0.633,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021553,Berwick - South East,Victoria,18350.0,20002.0,9.8836,1856.610951475171,0.084,1.0,0.238,2.0,0.154,1.0,0.392,0.119,0.664,0.38,0.083,0.436,0.653,0.604,0.473,22.6,68.1,9.3,35.9,99.2,1059.0,8.0,1051.0,8.0,0.248,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212021554,Berwick - South West,Victoria,11637.0,12791.0,4.9713,2340.836400941404,0.212,2.0,0.271,2.0,0.279,2.0,0.596,0.132,0.521,0.389,0.238,0.554,0.653,0.432,0.472,23.7,68.5,7.8,34.4,100.6,1044.0,7.0,1031.0,7.0,0.351,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031300,Cranbourne,Victoria,21583.0,22544.0,13.027,1656.789744377063,0.673,4.0,0.474,3.0,0.873,5.0,0.814,0.549,0.556,0.82,0.755,0.756,0.659,0.239,0.706,19.6,67.7,12.7,35.5,100.9,920.0,2.0,906.0,2.0,0.631,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031303,Cranbourne South,Victoria,19684.0,24578.0,81.662,241.0423452768729,0.515,3.0,0.488,3.0,0.091,1.0,0.14,0.2,0.047,0.157,0.195,0.407,0.239,0.218,0.295,25.3,65.9,8.8,32.8,100.0,1054.0,8.0,1031.0,7.0,0.374,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031304,Cranbourne West,Victoria,22905.0,24902.0,12.898,1775.856721972399,0.468,3.0,0.186,1.0,0.422,3.0,0.559,0.161,0.159,0.506,0.379,0.696,0.219,0.282,0.573,25.8,66.6,7.6,32.5,101.1,989.0,4.0,973.0,5.0,0.434,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031306,Lynbrook - Lyndhurst,Victoria,18616.0,19435.0,7.3583,2529.932185423263,0.278,2.0,0.19,1.0,0.243,2.0,0.5,0.115,0.296,0.485,0.131,0.545,0.282,0.475,0.519,23.0,69.4,7.6,34.4,100.4,1021.0,6.0,1026.0,7.0,0.35,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031308,Pearcedale - Tooradin,Victoria,8098.0,8253.0,98.5112,82.20385093268582,0.3,2.0,0.477,3.0,0.14,1.0,0.116,0.629,0.437,0.375,0.176,0.057,0.276,0.856,0.329,19.0,63.9,17.1,40.7,105.1,1036.0,7.0,988.0,5.0,0.385,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031457,Narre Warren South - East,Victoria,13157.0,13030.0,6.2204,2115.137290206418,0.141,1.0,0.529,3.0,0.149,1.0,0.264,0.221,0.786,0.508,0.049,0.356,0.513,0.873,0.492,18.8,69.8,11.4,37.3,100.2,1030.0,6.0,1023.0,7.0,0.275,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031458,Narre Warren South - West,Victoria,16752.0,17141.0,6.7771,2471.853742751324,0.593,3.0,0.578,3.0,0.462,3.0,0.525,0.168,0.386,0.765,0.262,0.679,0.091,0.718,0.597,21.6,69.2,9.2,33.3,101.2,968.0,3.0,965.0,4.0,0.469,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031555,Clyde North - North,Victoria,11676.0,13155.0,6.8833,1696.279400868769,0.236,2.0,0.009,1.0,0.105,1.0,0.281,0.058,0.044,0.215,0.074,0.558,0.046,0.349,0.334,27.5,66.3,6.2,33.5,95.6,1066.0,9.0,1067.0,8.0,0.282,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031556,Clyde North - South,Victoria,17965.0,24609.0,19.6543,914.0493428918863,0.266,2.0,0.023,1.0,0.111,1.0,0.312,0.026,0.023,0.162,0.066,0.65,0.046,0.182,0.337,29.3,66.1,4.6,31.0,100.6,1046.0,7.0,1042.0,7.0,0.29,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031557,Cranbourne East - North,Victoria,24198.0,25149.0,11.0254,2194.750303843852,0.458,3.0,0.112,1.0,0.408,3.0,0.631,0.137,0.088,0.537,0.286,0.667,0.046,0.339,0.546,24.9,65.6,9.5,33.1,100.7,1001.0,5.0,984.0,5.0,0.44,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031558,Cranbourne East - South,Victoria,13627.0,15112.0,5.3272,2558.004204835561,0.385,2.0,0.026,1.0,0.32,2.0,0.609,0.178,0.021,0.302,0.294,0.64,0.046,0.152,0.342,26.4,66.1,7.5,31.8,100.2,1019.0,6.0,1004.0,6.0,0.422,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031559,Cranbourne North - East,Victoria,13241.0,13678.0,5.4545,2427.536896140801,0.139,1.0,0.087,1.0,0.346,2.0,0.671,0.058,0.545,0.518,0.206,0.634,0.448,0.435,0.707,26.0,68.5,5.5,31.7,101.0,1013.0,6.0,1012.0,6.0,0.323,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031560,Cranbourne North - West,Victoria,11973.0,12329.0,4.7849,2502.246650922694,0.618,4.0,0.513,3.0,0.687,4.0,0.6,0.361,0.506,0.795,0.505,0.768,0.448,0.53,0.563,21.3,68.5,10.2,34.2,101.7,946.0,2.0,931.0,3.0,0.531,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031561,Hampton Park - East,Victoria,12821.0,13383.0,8.2189,1559.941111340934,0.452,3.0,0.331,2.0,0.683,4.0,0.725,0.255,0.59,0.856,0.437,0.742,0.664,0.464,0.514,21.2,68.3,10.5,32.9,104.7,917.0,2.0,917.0,2.0,0.481,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212031562,Hampton Park - West,Victoria,13404.0,13768.0,5.1234,2616.231408830074,0.619,4.0,0.519,3.0,0.789,4.0,0.766,0.327,0.613,0.915,0.558,0.808,0.664,0.381,0.621,20.2,67.3,12.5,34.5,108.0,893.0,1.0,898.0,2.0,0.558,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041309,Clarinda - Oakleigh South,Victoria,11491.0,11752.0,6.3227,1817.419773198159,0.585,3.0,0.712,4.0,0.656,4.0,0.455,0.732,0.728,0.805,0.564,0.382,0.374,0.673,0.76,15.2,60.5,24.3,43.6,98.1,990.0,4.0,995.0,5.0,0.565,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041310,Clayton South,Victoria,13917.0,15138.0,7.938,1753.212396069539,0.845,5.0,0.468,3.0,0.768,4.0,0.921,0.265,0.1,0.869,0.412,0.823,0.202,0.068,0.693,13.6,72.2,14.2,33.4,108.5,954.0,3.0,979.0,5.0,0.664,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041312,Dandenong North,Victoria,22538.0,23300.0,9.459,2382.704302780421,0.729,4.0,0.721,4.0,0.835,5.0,0.68,0.58,0.667,0.923,0.739,0.609,0.322,0.575,0.838,17.1,64.4,18.4,38.4,102.1,926.0,2.0,934.0,3.0,0.63,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041313,Dingley Village,Victoria,10550.0,10754.0,7.2437,1456.438008200229,0.394,2.0,0.82,5.0,0.166,1.0,0.074,0.607,0.649,0.414,0.263,0.1,0.221,0.903,0.589,16.9,59.8,23.3,45.3,98.8,1066.0,9.0,1048.0,8.0,0.404,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041316,Noble Park North,Victoria,7458.0,7651.0,3.7574,1984.883163889924,0.679,4.0,0.882,5.0,0.799,4.0,0.633,0.633,0.879,0.904,0.68,0.553,0.483,0.657,0.878,16.7,63.3,20.0,40.4,105.7,936.0,2.0,936.0,3.0,0.614,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041317,Springvale,Victoria,22605.0,24111.0,11.1052,2035.532903504665,0.798,4.0,0.638,4.0,0.856,5.0,0.931,0.369,0.467,0.957,0.58,0.778,0.599,0.093,0.808,13.7,70.1,16.2,35.1,107.9,845.0,1.0,900.0,2.0,0.665,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041318,Springvale South,Victoria,12448.0,13139.0,4.56,2729.824561403509,0.807,5.0,0.903,5.0,0.735,4.0,0.716,0.301,0.587,0.944,0.559,0.65,0.331,0.53,0.778,15.7,67.3,17.0,37.5,100.5,831.0,1.0,878.0,1.0,0.614,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041459,Noble Park - East,Victoria,12849.0,13699.0,3.7671,3410.846539778609,0.9,5.0,0.654,4.0,0.913,5.0,0.945,0.397,0.276,0.872,0.845,0.865,0.263,0.071,0.916,15.0,70.9,14.1,34.6,103.7,904.0,2.0,921.0,2.0,0.727,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041460,Noble Park - West,Victoria,19642.0,20330.0,4.7946,4096.692111959287,0.954,5.0,0.811,5.0,0.887,5.0,0.883,0.423,0.219,0.94,0.761,0.775,0.114,0.169,0.889,15.4,69.1,15.4,35.4,99.5,853.0,1.0,888.0,1.0,0.757,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041563,Dandenong - North,Victoria,21326.0,23067.0,8.041,2652.157691829374,0.959,5.0,0.704,4.0,0.951,5.0,0.98,0.426,0.146,0.967,0.877,0.881,0.045,0.036,0.974,19.1,67.2,13.7,34.2,108.8,828.0,1.0,872.0,1.0,0.783,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041564,Dandenong - South,Victoria,9541.0,10032.0,53.7832,177.3974029064838,0.808,5.0,0.3,2.0,0.829,5.0,0.949,0.194,0.077,0.959,0.67,0.737,0.045,0.107,0.74,21.4,65.2,13.4,33.0,105.9,818.0,1.0,864.0,1.0,0.639,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041565,Keysborough - North,Victoria,14990.0,15095.0,6.6053,2269.389732487548,0.808,5.0,0.958,5.0,0.706,4.0,0.539,0.525,0.612,0.899,0.592,0.518,0.241,0.654,0.77,15.6,62.9,21.5,41.0,97.9,914.0,2.0,924.0,2.0,0.623,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212041566,Keysborough - South,Victoria,15624.0,16874.0,23.6738,659.9700935211077,0.312,2.0,0.28,2.0,0.175,1.0,0.397,0.076,0.256,0.425,0.124,0.489,0.241,0.575,0.414,20.9,70.7,8.4,35.2,100.0,1039.0,7.0,1074.0,8.0,0.334,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051319,Ashwood - Chadstone,Victoria,20041.0,20947.0,6.7088,2987.270450751252,0.57,3.0,0.311,2.0,0.659,4.0,0.7,0.381,0.36,0.64,0.586,0.638,0.324,0.242,0.8,15.7,70.0,14.3,35.9,102.2,1033.0,7.0,1067.0,8.0,0.538,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051321,Glen Waverley - East,Victoria,21731.0,22689.0,9.1645,2371.215014457963,0.35,2.0,0.577,3.0,0.401,3.0,0.436,0.39,0.705,0.617,0.184,0.621,0.329,0.72,0.731,16.9,62.6,20.5,41.2,98.2,1055.0,8.0,1084.0,9.0,0.42,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051322,Glen Waverley - West,Victoria,21478.0,23202.0,7.6758,2798.144818781104,0.583,3.0,0.43,3.0,0.636,4.0,0.807,0.399,0.433,0.626,0.276,0.77,0.36,0.256,0.843,15.9,67.1,17.0,38.1,100.0,1039.0,7.0,1074.0,8.0,0.568,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051323,Mount Waverley - North,Victoria,16273.0,17214.0,6.484,2509.716224552745,0.254,2.0,0.544,3.0,0.332,2.0,0.409,0.257,0.783,0.559,0.181,0.643,0.44,0.677,0.757,16.6,66.0,17.4,39.4,96.4,1065.0,9.0,1091.0,9.0,0.352,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051324,Mount Waverley - South,Victoria,19568.0,20581.0,8.7006,2249.040296071536,0.386,2.0,0.586,3.0,0.349,2.0,0.44,0.302,0.61,0.501,0.248,0.604,0.201,0.65,0.812,16.7,66.0,17.3,39.6,98.1,1068.0,9.0,1092.0,9.0,0.413,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051325,Mulgrave,Victoria,20204.0,20981.0,10.7189,1884.894905260801,0.556,3.0,0.755,4.0,0.458,3.0,0.437,0.43,0.624,0.668,0.403,0.455,0.381,0.659,0.645,16.7,64.7,18.6,39.4,102.1,1038.0,7.0,1043.0,7.0,0.491,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051326,Oakleigh - Huntingdale,Victoria,23497.0,25104.0,10.1702,2310.377377042733,0.685,4.0,0.53,3.0,0.673,4.0,0.756,0.406,0.388,0.663,0.443,0.716,0.41,0.168,0.832,14.5,71.5,14.0,35.5,100.2,1038.0,7.0,1056.0,8.0,0.595,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051327,Wheelers Hill,Victoria,20667.0,21285.0,10.4394,1979.711477671131,0.23,2.0,0.692,4.0,0.338,2.0,0.063,0.713,0.97,0.581,0.345,0.366,0.779,0.742,0.748,14.6,56.7,28.8,47.5,92.8,1066.0,9.0,1080.0,9.0,0.367,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051567,Clayton (North) - Notting Hill,Victoria,10657.0,14143.0,5.2293,2037.940068460406,0.583,3.0,0.141,1.0,0.583,3.0,0.98,0.114,0.091,0.543,0.228,0.863,0.217,0.067,0.657,5.0,90.2,4.8,24.2,115.6,981.0,4.0,1029.0,7.0,0.545,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
212051568,Clayton - Central,Victoria,12943.0,15034.0,4.1819,3095.004662952247,0.617,4.0,0.379,2.0,0.552,3.0,0.984,0.076,0.241,0.679,0.068,0.836,0.217,0.025,0.963,8.2,83.7,8.1,28.5,113.0,983.0,4.0,1013.0,6.0,0.55,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011328,Ardeer - Albion,Victoria,7469.0,7908.0,4.5883,1627.836017697186,0.979,5.0,0.743,4.0,0.939,5.0,0.934,0.52,0.072,0.91,0.893,0.803,0.334,0.076,0.459,15.5,69.1,15.4,36.0,112.8,903.0,2.0,930.0,3.0,0.813,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011329,Cairnlea,Victoria,9999.0,10045.0,4.4061,2269.353850343841,0.137,1.0,0.517,3.0,0.344,2.0,0.418,0.24,0.978,0.814,0.248,0.358,0.789,0.775,0.743,17.5,69.8,12.7,37.7,97.9,951.0,3.0,968.0,4.0,0.308,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011331,Delahey,Victoria,8033.0,8008.0,3.5055,2291.541862787049,0.559,3.0,0.338,2.0,0.723,4.0,0.544,0.572,0.468,0.943,0.686,0.391,0.433,0.657,0.412,15.7,66.8,17.5,40.1,98.8,899.0,1.0,902.0,2.0,0.542,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011332,Keilor Downs,Victoria,12978.0,13068.0,7.6597,1694.322231941199,0.435,3.0,0.571,3.0,0.682,4.0,0.402,0.648,0.855,0.921,0.684,0.358,0.628,0.713,0.631,15.3,62.1,22.7,42.8,97.5,965.0,3.0,959.0,4.0,0.49,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011333,Kings Park (Vic.),Victoria,13831.0,13931.0,4.4323,3120.501771089502,0.877,5.0,0.892,5.0,0.776,4.0,0.553,0.46,0.451,0.983,0.774,0.551,0.354,0.609,0.514,17.2,63.7,19.0,38.9,99.3,827.0,1.0,854.0,1.0,0.646,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011334,St Albans - North,Victoria,20294.0,21002.0,6.5225,3111.383671904945,0.961,5.0,0.789,4.0,0.91,5.0,0.897,0.391,0.183,0.986,0.854,0.782,0.214,0.191,0.72,15.7,67.2,17.1,36.2,101.5,825.0,1.0,863.0,1.0,0.761,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011335,St Albans - South,Victoria,17109.0,17764.0,6.2647,2731.016648841924,0.838,5.0,0.75,4.0,0.893,5.0,0.853,0.425,0.524,0.989,0.792,0.768,0.368,0.26,0.932,14.6,66.0,19.4,37.5,101.8,821.0,1.0,869.0,1.0,0.679,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011336,Sunshine,Victoria,9609.0,10104.0,4.732,2030.642434488588,0.841,5.0,0.755,4.0,0.87,5.0,0.917,0.299,0.495,0.874,0.722,0.865,0.566,0.096,0.872,16.0,71.5,12.5,35.3,108.1,931.0,2.0,957.0,4.0,0.669,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011337,Sunshine North,Victoria,11976.0,12503.0,8.0239,1492.541033661935,0.93,5.0,0.836,5.0,0.855,5.0,0.779,0.433,0.295,0.964,0.78,0.659,0.278,0.309,0.686,15.8,68.5,15.7,37.4,99.6,865.0,1.0,904.0,2.0,0.722,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011338,Sunshine West,Victoria,18284.0,18790.0,12.9688,1409.845166862007,0.965,5.0,0.861,5.0,0.875,5.0,0.718,0.574,0.2,0.961,0.778,0.669,0.09,0.489,0.567,16.4,65.5,18.1,37.9,102.2,884.0,1.0,906.0,2.0,0.766,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011339,Sydenham,Victoria,11588.0,11972.0,3.9479,2935.231388839636,0.782,4.0,0.638,4.0,0.802,5.0,0.759,0.6,0.45,0.762,0.642,0.658,0.228,0.515,0.734,16.2,70.1,13.6,36.4,98.9,983.0,4.0,968.0,4.0,0.67,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011340,Taylors Lakes,Victoria,16758.0,16999.0,18.4632,907.6433121019109,0.256,2.0,0.463,3.0,0.167,1.0,0.08,0.432,0.536,0.688,0.092,0.176,0.357,0.794,0.423,13.6,66.3,20.1,46.0,98.7,1042.0,7.0,1026.0,7.0,0.321,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011569,Deer Park,Victoria,17976.0,18447.0,8.0769,2225.606358875311,0.864,5.0,0.823,5.0,0.802,5.0,0.756,0.326,0.43,0.936,0.694,0.708,0.327,0.467,0.663,19.4,65.5,15.1,35.9,103.6,899.0,1.0,912.0,2.0,0.655,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213011570,Derrimut,Victoria,8711.0,8913.0,13.2579,657.0422163389376,0.285,2.0,0.303,2.0,0.273,2.0,0.557,0.05,0.426,0.535,0.29,0.453,0.327,0.727,0.401,25.0,68.7,6.3,32.5,103.7,987.0,4.0,995.0,5.0,0.351,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213021341,Altona,Victoria,13707.0,14232.0,17.6826,775.1688100166265,0.46,3.0,0.427,3.0,0.594,3.0,0.55,0.576,0.584,0.517,0.757,0.358,0.668,0.387,0.582,17.4,63.1,19.5,42.4,91.1,1040.0,7.0,1048.0,8.0,0.513,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213021342,Altona Meadows,Victoria,18346.0,18793.0,10.5419,1740.293495479942,0.249,2.0,0.272,2.0,0.771,4.0,0.562,0.703,0.956,0.814,0.825,0.402,0.799,0.64,0.778,16.3,64.8,18.9,41.2,95.5,983.0,4.0,967.0,4.0,0.47,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213021343,Altona North,Victoria,15048.0,15914.0,16.1844,929.7842366723512,0.878,5.0,0.654,4.0,0.872,5.0,0.763,0.636,0.3,0.861,0.914,0.514,0.281,0.18,0.824,19.6,64.3,16.0,36.6,95.1,968.0,3.0,993.0,5.0,0.725,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213021344,Newport,Victoria,18941.0,19943.0,8.8407,2142.4774056353,0.178,1.0,0.596,3.0,0.307,2.0,0.624,0.272,0.939,0.263,0.412,0.417,0.814,0.478,0.865,20.1,68.4,11.5,38.5,96.5,1075.0,9.0,1103.0,9.0,0.372,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213021345,Seabrook,Victoria,4861.0,4963.0,1.6199,3000.802518673992,0.278,2.0,0.443,3.0,0.416,3.0,0.375,0.237,0.723,0.607,0.327,0.737,0.343,0.808,0.652,20.7,66.9,12.4,38.1,96.7,1024.0,6.0,1006.0,6.0,0.35,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213021346,Williamstown,Victoria,16169.0,16920.0,7.3463,2200.97191783619,0.085,1.0,0.488,3.0,0.219,2.0,0.427,0.395,0.976,0.4,0.306,0.174,0.759,0.6,0.944,15.9,64.4,19.7,45.5,96.7,1067.0,9.0,1101.0,9.0,0.311,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213031347,Braybrook,Victoria,19493.0,20699.0,7.4843,2604.518792672661,0.509,3.0,0.051,1.0,0.828,5.0,0.914,0.285,0.357,0.868,0.596,0.84,0.39,0.052,0.917,14.5,73.6,11.9,34.4,102.8,925.0,2.0,965.0,4.0,0.544,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213031348,Footscray,Victoria,18064.0,20756.0,4.9671,3636.729681302973,0.26,2.0,0.02,1.0,0.741,4.0,0.967,0.321,0.662,0.597,0.46,0.847,0.716,0.031,0.981,10.1,80.4,9.5,33.7,108.8,987.0,4.0,1030.0,7.0,0.477,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
213031349,Maribyrnong,Victoria,12874.0,13818.0,5.4934,2343.539520151454,0.074,1.0,0.027,1.0,0.384,2.0,0.831,0.1,0.716,0.454,0.178,0.64,0.765,0.103,0.926,11.8,76.1,12.1,35.8,100.1,1045.0,7.0,1063.0,8.0,0.325,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
